film_id,avg_rental_cost,avg_hours_rented,avg_hours_rental_allowed,category_id,language_id,hours_length,avg_replacement_cost,rating,description,special_features,actors_in_film,actor_list,total_actor_fame,total_actor_influence,num_rent
499,7.434444,121.5556,72.0,8,1,3.0667,24.99,NC-17,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",6,"118,1,20,36,187,198",176.0,652.0,9
500,6.035455,121.1364,120.0,9,1,2.7167,11.99,PG-13,A Lacklusture Reflection of a Girl And a Husband who must Find a Robot in The Canadian Rockies,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",7,"106,162,184,15,17,27,42",209.0,770.0,22
501,7.39,114.75,72.0,1,1,2.35,9.99,R,A Insightful Reflection of a Pioneer And a Teacher who must Build a Composer in The First Manned Space Station,{'Trailers'},3,"38,142,151",82.0,323.0,20
502,4.865,134.4167,96.0,5,1,1.1833,21.99,PG-13,A Unbelieveable Story of a Teacher And a Boat who must Confront a Moose in A Baloon,{'Trailers'},6,"57,15,28,34,42,45",173.0,639.0,24
503,5.323333,117.4444,72.0,15,1,2.85,24.99,R,A Amazing Yarn of a Robot And a Pastry Chef who must Redeem a Mad Scientist in The Outback,{'Trailers'},8,"5,6,16,27,45,123,74,82",232.0,867.0,9
504,2.207391,127.6522,120.0,7,1,0.7667,25.99,PG-13,A Amazing Drama of a Car And a Squirrel who must Pursue a Car in Soviet Georgia,"{'Commentaries', 'Trailers'}",5,"50,70,142,144,156",143.0,539.0,23
505,3.19,99.8,144.0,3,1,0.7667,24.99,PG-13,A Awe-Inspiring Saga of a Composer And a Frisbee who must Succumb a Pioneer in The Sahara Desert,"{'Commentaries', 'Behind the Scenes'}",6,"169,78,81,92,42,106",187.0,664.0,15
506,6.99,128.75,96.0,11,1,1.1167,14.99,PG,A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",8,"104,115,49,64,180,188,1,48",216.0,817.0,17
507,2.99,135.0,96.0,10,1,1.8833,13.99,NC-17,A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans,{'Deleted Scenes'},4,"21,181,108,130",127.0,468.0,6
508,5.79,120.9,144.0,10,1,2.4,18.99,PG-13,A Insightful Story of a Man And a Feminist who must Fight a Composer in Australia,"{'Behind the Scenes', 'Trailers'}",15,"102,111,138,147,150,170,28,37,45,47,53,61,75,81,186",440.0,1710.0,10
509,1.808182,115.4545,120.0,3,1,1.3,26.99,NC-17,A Epic Yarn of a Cat And a Madman who must Vanquish a Dentist in An Abandoned Amusement Park,"{'Deleted Scenes', 'Trailers'}",6,"189,1,6,119,140,91",147.0,574.0,11
510,5.108235,100.625,144.0,2,1,3.0167,29.99,G,A Insightful Yarn of a Boy And a Sumo Wrestler who must Outgun a Car in The Outback,"{'Deleted Scenes', 'Behind the Scenes'}",4,"54,185,9,19",105.0,407.0,17
511,1.220769,107.9231,168.0,1,1,2.9167,23.99,NC-17,A Fanciful Yarn of a Database Administrator And a Mad Cow who must Pursue a Womanizer in Berlin,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",2,"101,91",53.0,197.0,13
512,6.225294,126.0588,120.0,4,1,1.8333,25.99,PG-13,A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China,{'Trailers'},6,"67,92,94,99,189,146",173.0,643.0,17
513,3.99,127.7143,144.0,16,1,2.55,21.99,PG-13,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",7,"155,100,110,120,12,13,19",194.0,746.0,7
514,3.46619,103.9524,144.0,7,1,1.15,17.99,PG-13,A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China,"{'Commentaries', 'Deleted Scenes'}",3,"9,133,146",88.0,318.0,21
515,5.212222,98.7778,168.0,3,1,1.8833,14.99,PG,A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",6,"131,52,13,17,24,196",172.0,649.0,9
516,1.545556,144.1111,168.0,12,1,0.9833,18.99,PG,A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback,"{'Commentaries', 'Deleted Scenes'}",4,"65,104,128,38",120.0,437.0,9
517,3.418571,119.4286,72.0,15,1,2.7833,28.99,NC-17,A Emotional Display of a Man And a Explorer who must Build a Boy in A Manhattan Penthouse,"{'Deleted Scenes', 'Behind the Scenes'}",12,"6,52,63,65,94,176,178,188,102,108,118,121",339.0,1300.0,7
518,5.99,109.5455,120.0,16,1,2.3333,15.99,PG,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,"{'Commentaries', 'Behind the Scenes'}",6,"97,156,2,53,61,185",159.0,636.0,22
519,6.323333,146.3333,72.0,15,1,2.3,27.99,G,A Boring Drama of a Student And a Cat who must Sink a Technical Writer in A Baloon,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",7,"189,6,29,168,61,83,86",189.0,719.0,12
520,3.275714,87.7143,168.0,14,1,1.5167,28.99,NC-17,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,"{'Deleted Scenes', 'Behind the Scenes'}",8,"50,78,86,90,107,129,195,183",236.0,865.0,7
521,5.471481,122.5556,168.0,7,1,2.45,28.99,NC-17,A Fast-Paced Character Study of a Dentist And a Moose who must Defeat a Composer in The First Manned Space Station,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",7,"176,102,119,17,40,56,94",224.0,835.0,27
522,4.49,120.5,96.0,5,1,2.2833,9.99,NC-17,A Thrilling Reflection of a Teacher And a Composer who must Find a Man in The First Manned Space Station,"{'Commentaries', 'Deleted Scenes'}",8,"85,10,13,163,177,181,95,197",239.0,884.0,10
523,1.24,139.25,168.0,4,1,2.9,21.99,R,A Unbelieveable Epistle of a Dog And a Woman who must Confront a Moose in The Gulf of Mexico,{'Commentaries'},2,"8,32",43.0,180.0,8
524,1.934444,127.7222,144.0,5,1,0.8333,13.99,PG,A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China,"{'Deleted Scenes', 'Trailers'}",3,"13,196,54",90.0,343.0,18
525,2.36037,120.7692,96.0,4,1,2.3333,29.99,R,A Boring Epistle of a Pioneer And a Mad Scientist who must Escape a Frisbee in The Gulf of Mexico,{'Deleted Scenes'},5,"51,34,110,113,130",125.0,493.0,27
526,3.1775,98.9375,168.0,16,1,2.0,10.99,R,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,"{'Commentaries', 'Trailers'}",2,"102,161",73.0,254.0,16
527,6.656667,127.4167,96.0,11,1,1.4167,24.99,PG,A Astounding Tale of a Mad Scientist And a Husband who must Redeem a Database Administrator in Ancient Japan,"{'Commentaries', 'Trailers'}",6,"145,151,81,82,20,42",178.0,667.0,24
528,4.89,130.1,96.0,8,1,2.5833,25.99,NC-17,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,"{'Deleted Scenes', 'Trailers'}",1,13,35.0,125.0,10
529,5.19,115.8667,72.0,5,1,1.1167,12.99,G,A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",12,"26,37,139,172,173,188,102,69,83,84,89,90",366.0,1406.0,15
530,3.899091,121.4,120.0,1,1,1.8,27.99,PG-13,A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat,{'Trailers'},6,"78,10,21,105,123,137",168.0,656.0,11
531,3.027037,108.7778,72.0,9,1,2.2833,18.99,R,A Stunning Reflection of a Student And a Technical Writer who must Battle a Butler in The First Manned Space Station,"{'Commentaries', 'Trailers'}",4,"115,197,194,20",113.0,433.0,27
532,5.923333,122.8,120.0,15,1,1.3333,28.99,PG,A Stunning Drama of a Robot And a Feminist who must Outgun a Butler in Nigeria,"{'Deleted Scenes', 'Behind the Scenes'}",5,"8,11,28,71,158",129.0,508.0,15
533,5.406667,145.1667,96.0,9,1,1.6333,21.99,PG-13,A Emotional Character Study of a Robot And a A Shark who must Defeat a Technical Writer in A Manhattan Penthouse,{'Deleted Scenes'},3,"94,43,189",83.0,308.0,12
534,1.754706,104.4706,120.0,8,1,1.1667,18.99,PG-13,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,{'Trailers'},3,"195,60,107",104.0,357.0,17
535,1.79,124.2,144.0,11,1,3.0167,21.99,R,A Brilliant Panorama of a Hunter And a Explorer who must Pursue a Dentist in An Abandoned Fun House,"{'Behind the Scenes', 'Trailers'}",4,"61,157,5,42",113.0,424.0,20
536,4.704286,106.3846,72.0,4,1,1.0833,18.99,PG,A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback,"{'Behind the Scenes', 'Trailers'}",6,"14,18,22,23,198,153",175.0,659.0,14
537,6.29,144.4,72.0,4,1,1.25,29.99,G,A Emotional Yarn of a Robot And a Boy who must Outgun a Technical Writer in A U-Boat,{'Trailers'},7,"170,178,14,45,61,74,200",182.0,714.0,10
538,1.656667,131.9167,168.0,13,1,2.7,19.99,PG-13,A Boring Story of a Car And a Butler who must Build a Girl in Soviet Georgia,"{'Behind the Scenes', 'Trailers'}",9,"187,200,20,25,46,172,114,132,77",224.0,885.0,12
539,3.09,116.1,168.0,7,1,2.5333,21.99,NC-17,A Boring Display of a Moose And a Squirrel who must Outrace a Teacher in A Shark Tank,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",6,"151,181,3,110,124,131",159.0,621.0,10
540,3.374615,120.1538,168.0,12,1,1.6167,10.99,PG-13,A Lacklusture Character Study of a A Shark And a Man who must Find a Forensic Psychologist in A U-Boat,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",10,"99,139,142,144,84,94,2,12,27,46",302.0,1140.0,13
541,4.132857,119.7143,120.0,2,1,1.2333,21.99,NC-17,A Taut Character Study of a Boy And a Robot who must Redeem a Mad Scientist in Ancient India,"{'Behind the Scenes', 'Trailers'}",9,"15,198,192,196,199,135,58,65,75",252.0,947.0,7
542,4.988,85.6923,72.0,1,1,0.8667,28.99,G,A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",7,"49,89,90,150,181,122,136",214.0,765.0,15
543,5.99,122.1,120.0,16,1,1.9333,20.99,R,A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback,"{'Deleted Scenes', 'Behind the Scenes'}",6,"64,74,85,92,176,177",179.0,654.0,10
544,5.123333,141.2,96.0,6,1,2.45,11.99,R,A Awe-Inspiring Reflection of a Monkey And a Dentist who must Overcome a Pioneer in A U-Boat,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",5,"102,200,191,26,41",153.0,558.0,15
545,2.95,129.84,96.0,9,1,2.9667,14.99,PG-13,A Fanciful Tale of a Squirrel And a Boat who must Defeat a Crocodile in The Gulf of Mexico,{'Trailers'},7,"48,198,164,110,126,81,92",206.0,737.0,25
546,3.775714,162.9286,168.0,10,1,1.6333,27.99,PG-13,A Intrepid Panorama of a Sumo Wrestler And a Forensic Psychologist who must Discover a Moose in The First Manned Space Station,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",4,"54,181,42,95",122.0,438.0,14
547,2.561429,96.7143,72.0,3,1,1.95,19.99,PG,A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California,"{'Commentaries', 'Trailers'}",4,"75,92,29,38",112.0,416.0,7
548,6.865,150.625,72.0,4,1,0.8833,27.99,R,A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California,"{'Commentaries', 'Deleted Scenes'}",7,"16,107,187,189,73,86,94",212.0,740.0,8
549,3.171818,133.6364,96.0,1,1,2.85,28.99,PG-13,A Thoughtful Documentary of a Composer And a Explorer who must Conquer a Dentist in New Orleans,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",7,"58,78,130,159,171,23,190",203.0,784.0,11
550,3.767778,131.8889,144.0,8,1,1.2333,22.99,NC-17,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,"{'Commentaries', 'Trailers'}",4,"173,72,117,2",111.0,433.0,9
551,6.823333,109.3333,72.0,13,1,2.3,9.99,PG,A Lacklusture Saga of a Moose And a Teacher who must Kill a Forensic Psychologist in A MySQL Convention,{'Behind the Scenes'},8,"28,58,60,82,191,150,94,95",257.0,937.0,24
552,2.578235,147.4118,120.0,6,1,2.1667,15.99,PG,A Thrilling Character Study of a Moose And a Student who must Escape a Butler in The First Manned Space Station,{'Trailers'},5,"136,186,9,50,78",131.0,518.0,17
553,3.29,127.7,96.0,3,1,2.2667,12.99,PG-13,A Stunning Display of a Moose And a Database Administrator who must Pursue a Composer in A Jet Boat,"{'Deleted Scenes', 'Behind the Scenes'}",11,"58,66,80,92,15,37,97,118,127,135,138",317.0,1213.0,10
554,3.259231,102.1923,144.0,4,1,2.65,22.99,G,A Intrepid Reflection of a Waitress And a A Shark who must Kill a Squirrel in The Outback,{'Behind the Scenes'},7,"7,8,185,197,142,147,167",201.0,757.0,26
555,3.11,133.92,96.0,5,1,2.2167,25.99,PG,A Thrilling Yarn of a Waitress And a Dentist who must Find a Hunter in A Monastery,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",5,"158,2,37,111,198",168.0,637.0,25
556,5.626364,107.5455,144.0,10,1,2.1167,26.99,PG-13,A Fast-Paced Documentary of a Crocodile And a Sumo Wrestler who must Conquer a Explorer in California,{'Behind the Scenes'},1,65,34.0,117.0,22
557,4.323333,131.4667,120.0,8,1,2.95,27.99,PG,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,"{'Commentaries', 'Trailers'}",2,"64,125",61.0,223.0,15
558,4.79,105.4,72.0,13,1,1.1833,18.99,PG-13,A Astounding Saga of a Mad Cow And a Pastry Chef who must Discover a Husband in Ancient India,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",5,"105,118,134,49,85",139.0,507.0,5
559,3.29,114.9,168.0,14,1,1.9,22.99,G,A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert,{'Behind the Scenes'},3,"39,48,106",89.0,315.0,30
560,1.726842,129.1053,144.0,10,1,1.0333,21.99,NC-17,A Boring Drama of a Car And a Dog who must Succumb a Madman in Soviet Georgia,"{'Commentaries', 'Deleted Scenes'}",7,"71,189,185,195,196,143,171",188.0,721.0,19
561,3.754706,124.0588,144.0,13,1,2.05,26.99,NC-17,A Boring Character Study of a Student And a Robot who must Meet a Woman in California,"{'Commentaries', 'Deleted Scenes'}",11,"159,180,187,97,105,108,138,73,82,2,18",307.0,1190.0,17
562,1.29,94.05,144.0,12,1,2.5167,12.99,PG-13,A Fanciful Documentary of a Pioneer And a Boat who must Pursue a Pioneer in An Abandoned Mine Shaft,"{'Commentaries', 'Behind the Scenes'}",3,"132,190,73",75.0,265.0,20
563,5.99,136.0333,144.0,10,1,2.75,16.99,R,A Fateful Reflection of a Waitress And a Crocodile who must Challenge a Forensic Psychologist in California,{'Commentaries'},3,"100,147,177",82.0,324.0,30
564,4.99,123.9167,96.0,2,1,2.6833,11.99,PG,A Fateful Drama of a Frisbee And a Crocodile who must Vanquish a Dog in The First Manned Space Station,"{'Commentaries', 'Behind the Scenes'}",9,"169,173,128,137,81,89,92,25,26",261.0,1006.0,12
565,5.101111,90.8889,144.0,9,1,0.9333,9.99,PG-13,A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",3,"30,73,112",70.0,298.0,9
566,1.49,112.25,144.0,9,1,1.2,20.99,R,A Beautiful Documentary of a Forensic Psychologist And a Cat who must Reach a Astronaut in Nigeria,"{'Behind the Scenes', 'Trailers'}",6,"106,77,84,171,179,188",177.0,702.0,8
567,5.49,122.5,72.0,9,1,1.3333,26.99,G,A Boring Documentary of a Dentist And a Butler who must Confront a Monkey in A MySQL Convention,{'Trailers'},6,"108,119,11,32,46,172",163.0,654.0,12
568,6.836154,130.3077,96.0,5,1,1.2833,11.99,NC-17,A Touching Epistle of a Squirrel And a Explorer who must Redeem a Pastry Chef in The Sahara Desert,{'Behind the Scenes'},6,"101,125,76,92,198,42",196.0,674.0,13
569,3.132857,131.2857,168.0,2,1,2.45,18.99,G,A Unbelieveable Panorama of a Composer And a Butler who must Overcome a Database Administrator in The First Manned Space Station,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",2,"36,64",59.0,227.0,7
570,6.24,118.75,120.0,15,1,1.7333,20.99,NC-17,A Lacklusture Drama of a Waitress And a Husband who must Fight a Husband in California,"{'Behind the Scenes', 'Trailers'}",6,"48,87,139,151,119,198",178.0,677.0,16
571,4.15,145.16,144.0,6,1,2.6833,26.99,PG-13,A Thrilling Display of a Lumberjack And a Crocodile who must Meet a Monkey in A Baloon Factory,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",8,"185,146,169,173,5,13,65,107",259.0,934.0,25
572,5.066923,128.2692,96.0,14,1,1.0667,9.99,PG-13,A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",6,"96,99,118,37,59,64",166.0,660.0,26
573,3.605385,131.0,144.0,3,1,1.75,22.99,PG-13,A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria,{'Commentaries'},6,"53,93,127,157,176,17",181.0,673.0,13
574,2.695882,101.25,72.0,1,1,1.4333,19.99,G,A Taut Reflection of a Husband And a A Shark who must Redeem a Pastry Chef in A Monastery,"{'Deleted Scenes', 'Trailers'}",9,"28,33,107,71,84,151,157,162,184",258.0,1018.0,17
575,7.126364,106.6818,72.0,6,1,0.8,27.99,G,A Fateful Panorama of a Moose And a Dog who must Chase a Crocodile in Ancient Japan,"{'Deleted Scenes', 'Trailers'}",2,"142,196",61.0,217.0,22
576,3.24,133.5833,168.0,6,1,2.0333,13.99,PG,A Astounding Epistle of a Mad Scientist And a Pioneer who must Escape a Database Administrator in A MySQL Convention,{'Behind the Scenes'},8,"196,140,143,183,123,47,53,67",221.0,836.0,12
577,3.220769,136.4615,96.0,15,1,1.0667,10.99,PG,A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention,"{'Deleted Scenes', 'Behind the Scenes'}",3,"53,65,123",96.0,343.0,13
578,6.54,117.35,96.0,4,1,2.3667,16.99,PG-13,A Brilliant Documentary of a Womanizer And a Squirrel who must Find a Technical Writer in The Sahara Desert,{'Deleted Scenes'},5,"117,58,81,192,152",153.0,534.0,20
579,7.49,121.8,72.0,1,1,2.4833,22.99,PG-13,A Taut Yarn of a Mad Scientist And a Crocodile who must Outgun a Database Administrator in A Monastery,"{'Deleted Scenes', 'Behind the Scenes'}",6,"160,181,186,49,75,81",162.0,594.0,20
580,8.095263,137.7895,72.0,13,1,2.7667,12.99,PG-13,A Amazing Yarn of a Robot And a Womanizer who must Discover a Forensic Psychologist in Berlin,"{'Deleted Scenes', 'Trailers'}",2,"166,184",51.0,207.0,19
581,2.324167,119.0909,96.0,12,1,0.9833,16.99,G,A Insightful Display of a Lumberjack And a Sumo Wrestler who must Meet a Man in The Outback,{'Trailers'},1,158,35.0,130.0,12
582,4.99,112.3333,72.0,2,1,2.7,19.99,PG-13,A Touching Epistle of a Butler And a Boy who must Find a Mad Scientist in The Sahara Desert,"{'Deleted Scenes', 'Trailers'}",1,16,27.0,103.0,9
583,7.045556,112.4444,72.0,2,1,2.7333,26.99,PG-13,A Intrepid Story of a Sumo Wrestler And a Teacher who must Meet a A Shark in An Abandoned Fun House,{'Behind the Scenes'},5,"16,25,38,104,138",128.0,511.0,18
584,3.99,142.5,144.0,9,1,3.0,26.99,PG-13,A Taut Drama of a Womanizer And a Lumberjack who must Succumb a Pioneer in Ancient India,{'Behind the Scenes'},6,"116,125,52,70,185,155",165.0,641.0,4
585,2.906667,130.8333,96.0,7,1,1.75,25.99,G,A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies,{'Trailers'},6,"61,24,31,32,103,106",155.0,613.0,12
586,2.49,117.1739,96.0,1,1,1.0,27.99,PG,A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin,{'Behind the Scenes'},3,"132,27,90",88.0,311.0,24
587,5.626364,119.2727,144.0,6,1,1.2833,20.99,NC-17,A Boring Documentary of a Mad Cow And a Cat who must Build a Lumberjack in New Orleans,"{'Commentaries', 'Behind the Scenes'}",6,"10,11,39,140,178,196",160.0,626.0,11
588,6.256667,101.4667,96.0,3,1,2.9167,11.99,NC-17,A Beautiful Panorama of a Boat And a Crocodile who must Outrace a Dog in Australia,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",8,"198,13,37,133,134,154,161,179",251.0,943.0,15
589,3.323333,123.0,72.0,6,1,1.2333,20.99,PG,A Awe-Inspiring Story of a Butler And a Sumo Wrestler who must Redeem a Boy in New Orleans,"{'Deleted Scenes', 'Commentaries', 'Trailers'}",5,"141,20,35,84,123",136.0,537.0,15
590,5.59,121.5,72.0,13,1,2.25,17.99,PG,A Touching Tale of a Explorer And a Boat who must Defeat a Robot in Australia,"{'Commentaries', 'Trailers'}",7,"96,120,131,29,36,155,182",188.0,731.0,20
591,6.101111,134.4444,144.0,10,1,3.0333,20.99,PG,A Astounding Tale of a Crocodile And a Car who must Outrace a Squirrel in A U-Boat,"{'Commentaries', 'Behind the Scenes'}",5,"146,175,44,50,85",153.0,562.0,9
592,3.456667,120.2143,144.0,12,1,1.7833,28.99,PG,A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia,"{'Commentaries', 'Behind the Scenes'}",7,"57,145,173,119,130,192,195",200.0,767.0,15
593,1.682308,95.6923,144.0,11,1,2.6333,13.99,G,A Awe-Inspiring Drama of a Monkey And a Composer who must Escape a Feminist in A U-Boat,"{'Commentaries', 'Trailers'}",6,"188,123,56,156,12,27",176.0,680.0,13
594,1.323333,99.0,144.0,1,1,2.1,22.99,NC-17,A Thrilling Reflection of a Waitress And a Butler who must Battle a Butler in A Jet Boat,{'Trailers'},2,"15,133",58.0,225.0,9
595,1.334828,116.9655,168.0,9,1,1.3833,20.99,PG,A Beautiful Tale of a Astronaut And a Mad Cow who must Challenge a Cat in A Baloon Factory,"{'Deleted Scenes', 'Behind the Scenes'}",1,49,27.0,93.0,29
596,6.751905,122.7143,96.0,10,1,2.85,25.99,PG-13,A Thoughtful Display of a Astronaut And a Feminist who must Chase a Frisbee in A Jet Boat,{'Behind the Scenes'},5,"52,191,41,175,181",151.0,555.0,21
597,6.836154,146.5833,120.0,10,1,3.0667,12.99,G,A Epic Drama of a Feminist And a Pioneer who must Sink a Composer in New Orleans,"{'Deleted Scenes', 'Trailers'}",7,"184,198,129,64,11,13,28",220.0,821.0,13
598,1.723333,122.5,144.0,15,1,0.95,22.99,G,A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan,{'Trailers'},4,"39,43,44,197",117.0,429.0,15
599,4.99,161.0714,72.0,15,1,1.7167,20.99,R,A Boring Tale of a Husband And a Boy who must Fight a Squirrel in Ancient China,"{'Commentaries', 'Trailers'}",5,"140,144,48,78,87",140.0,528.0,14
600,2.053125,113.2667,120.0,11,1,2.7667,16.99,PG,A Awe-Inspiring Reflection of a Dog And a Student who must Kill a Car in An Abandoned Fun House,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",8,"54,13,22,36,99,102,104,159",239.0,915.0,16
601,3.24,138.0,96.0,16,1,1.3167,20.99,PG-13,A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft,{'Trailers'},3,"158,67,124",84.0,318.0,16
602,2.037619,113.5238,120.0,14,1,2.4333,14.99,PG,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,"{'Deleted Scenes', 'Commentaries', 'Behind the Scenes', 'Trailers'}",7,"125,129,139,154,168,58,88",205.0,779.0,21
603,5.397778,117.4615,144.0,8,1,0.8833,27.99,PG,A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin,"{'Commentaries', 'Behind the Scenes', 'Deleted Scenes'}",8,"55,107,111,112,137,17,24,143",234.0,905.0,27
604,2.836154,125.3333,96.0,5,1,2.6667,10.99,G,A Emotional Saga of a Womanizer And a Pioneer who must Overcome a Dentist in A Baloon,{'Behind the Scenes'},5,"157,181,199,76,44",147.0,524.0,13
605,3.132857,115.8333,168.0,9,1,2.6167,13.99,PG,A Awe-Inspiring Display of a Husband And a Squirrel who must Battle a Sumo Wrestler in A Jet Boat,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",6,"1,6,43,102,139,57",169.0,642.0,7
606,3.6775,136.2667,72.0,15,1,2.6667,15.99,NC-17,A Fateful Character Study of a Crocodile And a Monkey who must Meet a Dentist in Australia,"{'Behind the Scenes', 'Trailers'}",13,"76,87,102,105,107,112,116,188,190,17,25,32,39",379.0,1447.0,16
608,3.685652,125.6087,144.0,3,1,2.7667,11.99,PG,A Brilliant Yarn of a Car And a Database Administrator who must Escape a Boy in A MySQL Convention,"{'Deleted Scenes', 'Behind the Scenes', 'Trailers'}",8,"140,142,171,66,91,43,101,111",234.0,872.0,23
609,3.19,101.9667,168.0,16,1,3.0833,23.99,G,A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India,{'Deleted Scenes'},5,"103,72,172,180,181",145.0,526.0,30
610,1.200526,117.0526,168.0,8,1,2.15,17.99,R,A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",3,"164,174,137",77.0,306.0,19
611,5.460588,110.0,168.0,4,1,1.2167,17.99,PG,A Touching Yarn of a Student And a Moose who must Fight a Mad Cow in Australia,"{'Deleted Scenes', 'Behind the Scenes'}",1,152,23.0,83.0,17
612,3.19,96.4,144.0,15,1,3.0,10.99,G,A Thrilling Display of a Boat And a Monkey who must Meet a Composer in Ancient China,"{'Deleted Scenes', 'Behind the Scenes'}",7,"162,55,69,77,14,18,35",157.0,668.0,5
613,1.99,117.0,120.0,5,1,1.5333,19.99,NC-17,A Epic Yarn of a Teacher And a Hunter who must Outgun a Explorer in Soviet Georgia,"{'Commentaries', 'Behind the Scenes'}",4,"143,164,127,81",126.0,446.0,10
614,5.946522,108.8636,120.0,10,1,2.9667,11.99,PG-13,A Touching Saga of a Sumo Wrestler And a Cat who must Pursue a Mad Scientist in Nigeria,"{'Commentaries', 'Behind the Scenes', 'Trailers'}",3,"192,119,128",91.0,332.0,23
615,4.323333,150.9333,144.0,2,1,3.0,21.99,PG-13,A Epic Reflection of a Monkey And a Mad Cow who must Kill a Forensic Psychologist in An Abandoned Mine Shaft,"{'Commentaries', 'Behind the Scenes'}",7,"115,65,83,152,184,35,196",192.0,725.0,15
616,4.358421,107.1053,96.0,6,1,1.5333,19.99,NC-17,A Taut Epistle of a Mad Scientist And a Girl who must Escape a Monkey in California,{'Trailers'},7,"157,158,175,135,64,84,4",197.0,792.0,19
617,2.528462,112.9231,96.0,8,1,0.8333,24.99,PG-13,A Fast-Paced Story of a Sumo Wrestler And a Girl who must Defeat a Car in A Baloon Factory,"{'Commentaries', 'Deleted Scenes'}",4,"101,127,187,74",127.0,437.0,13
